#  file: fmRawProjectAuthors2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in May of 2010
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=218
#  AND fpa.datasource_id=218
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 218 is the May 2010 run on freshmeat.
project_id	projectname_short	author_name	author_role
6490	mlton\n    	Stephen Weeks	Owner
6493	mm\n    	Ralf S. Engelschall	Owner
6495	mmake\n    	hauk	Owner
6496	mmc\n    	Christian Biesinger	Owner
6497	mmcalc\n    	Brian Wagener	Owner
6499	mminstance\n    	Eddie Kohler	Owner
6502	mmr\n    	Sam Lantinga	Owner
6509	udmsearch\n    	Alexander Barkov	Owner
6510	mnogosearch-cat_ed-perl\n    	gluke	Owner
6511	mnogosearch-cat_ed-php\n    	gluke	Owner
6512	mnogosearch-perl\n    	sajnag	Owner
6513	mnogosearch-php\n    	gluke	Owner
6521	modsnake\n    	Jon Travis	Owner
6524	model\n    	Multiplex	Owner
6527	modemusage\n    	Tomas Pospisek	Owner
6529	modiwrap\n    	Damien Clermonté	Owner
6530	modlogan\n    	ostborn	Owner
6531	modplug-xmms\n    	Gürkan	Owner
6532	modsql\n    	Chris Studholme	Owner
6538	mod_atrack\n    	Shevek	Owner
6540	mod_auth_kerb\n    	Daniel Kouril	Owner
6541	mod_auth_ldap\n    	axelm	Owner
6545	mod_radius_auth_c\n    	Alan DeKok	Owner
6549	mod_auth_tds\n    	Hat Trick	Owner
6551	mod_backhand\n    	Theo Schlossnagle	Owner
6557	mod_dav\n    	Greg Stein	Owner
6559	mod_dtcl\n    	David Welton	Owner
6562	mod_fastcgi\n    	robs	Project Manager
6563	mod_filter\n    	Brian Aker	Owner
6565	mod_hosts_access\n    	Vincent Partington	Owner
6567	mod_layout\n    	Brian Aker	Owner
6570	mod_log_spread\n    	George Schlossnagle	Owner
6573	mod_pcgi2\n    	Oleg Broytmann	Owner
6574	mod_perl\n    	Philippe M. Chiasson	Owner
6576	mod_proxy_add_forward_c\n    	Ask Bjørn Hansen	Owner
6579	mod_random\n    	Brian Aker	Owner
6580	mod_relocate\n    	Brian Aker	Owner
6581	mod_repository\n    	Brian Aker	Owner
6582	mod_roaming\n    	Vincent Partington	Owner
6584	mod_sequester\n    	Rodent of Unusual Size	Owner
6585	mod_ssl\n    	Ralf S. Engelschall	Owner
6586	modsuffix\n    	Dr. Edmund Weitz	Owner
6590	mod_video\n    	Bjørn Borud	Owner
6594	mohawk\n    	Michael Holve	Owner
6595	moin\n    	TW	Owner
6596	mois\n    	Settel	Owner
6597	dada\n    	justin simoni	Owner
6600	mol\n    	Joseph Jezak	Owner
6601	molasses\n    	Alex Roberts	Owner
6602	molden\n    	G. Schaftenaar	Owner
6604	moleskine\n    	Michele	Owner
6606	momoko\n    	Brandon Wiley	Owner
6607	mon\n    	Jim Trocki	Owner
6608	mondorescue\n    	Bruno Cornec	Owner
6609	mondriaan\n    	Jano van Hemert	Owner
6613	monit\n    	hauk	Owner
6617	monolith\n    	Richard Jones	Owner
6620	moodss\n    	Jean-Luc Fontaine	Owner
6622	moon-buggy\n    	Chris	Owner
6629	mork\n    	mlhartme	Owner
6637	mosix\n    	A. Barak	Owner
6642	motion\n    	Jeroen Vreeken	Owner
6642	motion\n    	Kenneth Lavrsen	Maintainer
6643	motionview\n    	Jay Summet	Owner
6644	motor\n    	Konstantin Klyagin	Owner
6646	muser\n    	Warren E. Downs	Owner
6647	mount_app\n    	Steve Borho	Owner
6649	moxquizz\n    	Moxon	Owner
6653	mozilla\n    	Beonex	Owner
6661	mp3frip\n    	Ryan	Owner
6663	jukebox-tk\n    	geekd	Owner
6665	mp3reportgenerator\n    	David Parker	Owner
6667	mp3-database\n    	Benny Mueller	Owner
6671	mp3ascd\n    	Steven Scott	Owner
6672	mp3blaster\n    	Bram Avontuur	Owner
6673	mp3burn\n    	formorer	Owner
6674	mp3c\n    	Matthias Hensler	Owner
6675	mp3check\n    	icculus	Owner
6682	mp3html\n    	Ben Canning	Owner
6683	mp3info\n    	Cedric	Owner
6687	mp3make\n    	Darren	Owner
6697	mp3rename\n    	Payton	Owner
6699	mp3shell\n    	Mats Peterson	Owner
6703	mp3stream\n    	Matt Messier	Owner
6707	mp3tools\n    	Matthew Sachs	Owner
6710	mp3_check\n    	Eric Bullen	Project Manager
6714	mpage\n    	marcel	Owner
6715	mpatrol\n    	Graeme Roy	Owner
6721	maaate\n    	Silvia Pfeiffer	Owner
6724	libmpeg2\n    	Michel LESPINASSE	Owner
6732	mpg123\n    	RedLabel	Owner
6732	mpg123\n    	Thomas Orgis	Maintainer
6733	mpg123+eq\n    	timecop	Owner
6734	mpg123-mysql\n    	jlennon	Owner
6740	mpich\n    	imipak	Owner
6741	mplayer\n    	Roberto	developer
6741	mplayer\n    	Alex Beregszaszi	Owner
6741	mplayer\n    	KotH	developer
6744	mpserv\n    	theory.org	Owner
6747	mptc\n    	Adam Spiers	Owner
6755	mrouted\n    	Bill Fenner	Owner
6758	mrsh\n    	Jettero Heller	Owner
6759	mrta\n    	Aleksey Korenkov	Owner
6761	mrtg\n    	Tobias Oetiker	Owner
6763	mrtg-mica-probe\n    	Peter W. Osel	Owner
6764	mrtg-misc-probe\n    	Peter W. Osel	Owner
6765	mrtg-ntap-probe\n    	Peter W. Osel	Owner
6766	mrtg-ping-probe\n    	Peter W. Osel	Owner
6767	tnef-php\n    	Balázs Bárány	Owner
6771	mserv\n    	Squish	Owner
6773	msgboard\n    	lichen	Owner
6775	msnj\n    	Dave Dunkin	Owner
6777	msql\n    	David J. Hughes	Owner
6778	msredird\n    	AYmAN	Owner
6779	mstringandmstringarray\n    	mentat	Owner
6781	mtools\n    	Alain	Owner
6782	mtoolsfm\n    	Christian Ospelkaus	Owner
6784	mtsms\n    	mattem	Owner
6787	mtx\n    	Robert Nelson	Owner
6795	mugu\n    	Nathan	Owner
6797	mujaki\n    	Jerronimo	Owner
6803	multicd\n    	Dan	Owner
6804	multidialnet\n    	Dominic	Owner
6808	multimail\n    	William McBrine	Owner
6809	multimeter\n    	Martin Hammerschmid	Owner
6811	multipageforms\n    	Manuel Lemos	Owner
6812	multipartrequest\n    	Jason Pell	Owner
6815	multiseti\n    	Vlatko Kosturjak, KoSt	Owner
6817	mams\n    	theow	Owner
6821	mumail\n    	Uli Luckas	Owner
6821	mumail\n    	marktop	Owner
6822	mumps\n    	imipak	Owner
6824	mup\n    	Arkkra Enterprises	Owner
6826	murasaki\n    	Shuu	Owner
6827	muscle\n    	Jeremy Friesner	Owner
6828	muse\n    	ws	Owner
6829	musedaemon\n    	Jaromil - dyne.org	Owner
6829	musedaemon\n    	xant @ RASTASOFT	OSX GUI coder and mantainer
6832	musicale\n    	rosound	Owner
6837	musplay\n    	Vladimir Dergachev	Owner
6838	mustajuuri\n    	Tommi Ilmonen	Owner
6842	mutt\n    	Aaron Schrab	Owner
6844	muttprint\n    	Lukas Ruf	New owner
6844	muttprint\n    	Bernhard Walle	Owner
6846	mux2d\n    	Lukas Grützmacher	Owner
6849	mvcomicsmaker\n    	Michal Vagac	Owner
6857	mxcrypto\n    	Marc-Andre Lemburg	Owner
6858	mxdatetime\n    	Marc-Andre Lemburg	Owner
6859	mxm\n    	Folkert van Heusden	Owner
6860	mxodbc\n    	Marc-Andre Lemburg	Owner
6862	myphotogallery\n    	FuzzyMonkey.net	Owner
6872	mydynaweb\n    	Alexis SUKRIEH	Owner
6874	myfriends\n    	Ottar Kvindesland	Owner
6875	myguestbook\n    	Mark Kronsbein	Owner
6880	myman\n    	bsittler	Owner
6890	myodbc\n    	jim winstead	Owner
6892	onlineorganizer\n    	mik3	Owner
6894	myphotoalbum\n    	Tirs	Owner
6901	myphptracker\n    	David	Owner
6903	myquoteii\n    	/greg	Owner
6904	mysql\n    	MySQL Build Team	Building and releasing MySQL
6904	mysql\n    	Lenz Grimmer	Release Engineer
6904	mysql\n    	David Axmark	Project Manager
6909	mysqlphp2postgres\n    	Michael Kohn	Owner
6912	mysitemaker\n    	mcg	Admin/Owner
6912	mysitemaker\n    	Satya	Admin/Owner
6912	mysitemaker\n    	Joshua Starmer	Owner
6912	mysitemaker\n    	Tofu	Admin/Owner
6914	mysqlguestbook\n    	RafCrash	Owner
6915	mysql2pgsql\n    	Dobrica Pavlinusic	Owner
6917	mysqldiff\n    	Adam Spiers	Owner
6922	dteq\n    	Peter van Dijk	Owner
6931	mythreads-links\n    	Ludovic Drolez	Owner
6932	mytimepunch\n    	LogArt	Owner
6933	mytop\n    	Jeremy D. Zawodny	Owner
6943	mailx\n    	Gunnar Ritter	Owner
6944	naim\n    	n	Owner
6946	nakenchat\n    	Michael Kohn	Owner
6947	namazu\n    	NOKUBI Takatsugu	Owner
6948	namd\n    	Jim Phillips	Owner
6950	nsconfig\n    	Martin Mares	Owner
6955	nannie\n    	Egon	Owner
6956	nano\n    	Chris Allegretta	Owner
6958	nanoxml\n    	Marc De Scheemaecker	Owner
6960	napman\n    	prabhakar chaganti	Owner
6961	napsack\n    	Chris Redekop	Owner
6963	naridesh\n    	Jerronimo	Owner
6964	narval\n    	Alexandre Fayolle	Owner
6965	bugnicar\n    	Alexandre Fayolle	Owner
6966	nas\n    	Jon Trulson	Owner
6968	nasm\n    	H. Peter Anvin	Owner
6973	nautix\n    	dr_maux	Owner
6974	navsquare\n    	lamiral	Owner
6978	nbench\n    	mayer	Owner
6983	ncftp\n    	Mike Gleason	Owner
6984	ncftpd\n    	Mike Gleason	Owner
6987	nco\n    	Charlie Zender	Owner
6988	ncohafmuta\n    	ncohafmuta	Owner
6989	ncp\n    	Felix von Leitner	Owner
6990	ncpfs\n    	Petr Vandrovec	Owner
6994	nct\n    	Alexander V. Lukyanov	Author
6995	ncurses\n    	T.E.Dickey	Owner
6999	ndustrix\n    	John Conover	Owner
7000	ne\n    	Sebastiano Vigna	Owner
7004	ned\n    	Rain	Owner
7005	nedit\n    	NEdit	Owner
7011	neomail\n    	Ernie 'Neo' Miller	Owner
7013	neon\n    	Joe Orton	Owner
7014	neo\n    	Justin	Admin
7014	neo\n    	CTCP	(Admin)
7024	net-check\n    	Aaron D. Marasco	Owner
7025	net-snmp\n    	Wes Hardaker	Owner
7027	netftpserver\n    	Richard Jones	Owner
7028	neticq\n    	Jeremy Muhlich	Owner
7030	simpleserver\n    	Anders Sønderberg Mortensen	Owner
7032	netatalk\n    	rufus t firefly	Owner
7035	netbiff\n    	Jeff King	Owner
7037	netboot\n    	Gero Kuhlmann	Owner
7038	mowie\n    	Gene McCulley	Owner
7039	netbsd\n    	abs0	Owner
7042	netcomics\n    	Ultimate Geek	Owner
7049	nethack\n    	Nethack Development Team	Owner
7056	netload_applet\n    	Jan Oberländer	Owner
7057	netmage\n    	Payton	Owner
7061	netmon\n    	Meik Hellmund	Owner
7065	netpbm\n    	Bryan Henderson	Owner
7068	netpipe\n    	Jan Oberländer	Owner
7069	netpipes\n    	Robert Forsman	Owner
7071	netplug\n    	Laurent Demailly	Owner
7077	netrek\n    	James Cameron	Owner
7077	netrek\n    	Bob Tanner	Packager
7079	nets\n    	Mike McCauley	Owner
7081	netsaintconfigurationwebminmodule\n    	Tim Niemueller	Owner
7091	netsh\n    	Brieuc Jeunhomme	Owner
7100	nettoe\n    	Gabriele Giorgetti	Owner
7102	nettracker\n    	Sane Solutions, LLC	Owner
7103	nettraf\n    	Rangel Reale	Owner
7104	netwatch\n    	G. MacKay	Owner
7111	nsat\n    	Mixter	Owner
7113	ntt\n    	adam guyot	Owner
7114	networkupstools\n    	Charles Lepple	Owner
7114	networkupstools\n    	Arnaud Quette	Project Leader
7115	networkutilitiesmoduleforwebmin\n    	Tim Niemueller	Owner
7118	netzbrett\n    	Thomas Weinert	Owner
7122	nel\n    	acemtp	Owner
7122	nel\n    	sfb	Hacker
7126	newmat\n    	Robert Davies	Owner
7127	newnewsgroups\n    	Gyles Harvey	Owner
7133	news2html\n    	Suso Banderas	Owner
7135	newsbackendinterfacesforperl\n    	Eugene Teo	Owner
7136	newsbro\n    	Michael Bergknoff	Owner
7137	newscache\n    	Herbert Straub	Owner
7142	newsleech\n    	Rik Snel	Owner
7144	newslog\n    	R. Steven Rainwater	Owner
7146	newspost\n    	jimfaulkner	Owner
7148	newsproxy_pl\n    	Tim Skirvin	Owner
7149	newsq\n    	Tony Houghton	Owner
7154	newsyslog\n    	Greg A. Woods	Owner
7157	new_script\n    	bshotts	Owner
7159	nextaw\n    	Ulric Eriksson	Owner
7162	nfcchat\n    	Taso Lyristis	author
7162	nfcchat\n    	Jonathan Ellis	Admin
7163	nfsbu\n    	Simon McCorkindale	Owner
7165	nfs-server\n    	Olaf Kirch	Owner
7166	nftp\n    	Sergey Ayukov	Owner
7167	nget\n    	Matthew Mueller	Owner
7168	ngrep\n    	Jordan Ritter	Owner
7170	ngspice\n    	p.nenzi	Owner
7171	ngtk\n    	gab	Owner
7172	nhtsclient\n    	Uwe Hermann	Owner
7173	nib2gmodel\n    	Adam Fedor	Owner
7177	nicejob\n    	Chun-Chung Chen	Owner
7178	nicestep\n    	James Simmons	Owner
7179	nickbot\n    	Gravatite	Owner
7182	nightfall\n    	rainer	Owner
7184	nightingale\n    	Roger E. Wolff	Owner
7186	nilisntliero\n    	egore911	Owner
7192	nirvana\n    	pcb	Owner
7193	nis-utils\n    	Thorsten Kukuk	Owner
7196	nitfol\n    	Evin Robertson	Owner
7202	nmap\n    	Fyodor	Owner
7213	nosh\n    	Adel I. Mirzazhanov	Owner
7215	nocc\n    	Tim Gerundt	Owner
7216	nocol\n    	Albert Schweizer	Owner
7219	nodoze\n    	Mike Babulic	Owner
7220	nodupmail\n    	Frank Tobin	Owner
7222	noflushd\n    	Daniel Kobras	Owner
7223	noink\n    	Criswell	Owner
7226	nolan\n    	Eric S. Raymond	Owner
7228	nonsense\n    	James Baughn	Owner
7230	noodleinstaller\n    	Tucker McLean	Owner
7232	nopvec\n    	Erik Agsjö	Owner
7233	normalize\n    	Chris Vaill	Owner
7235	nosefart\n    	shadymatt	Owner
7237	nac\n    	Sergey Babkin	Owner
7243	notify\n    	Sven Neuhaus	Owner
7250	npadmin\n    	Ben Woodard	Owner
7252	npasswd\n    	Clyde Hoover	Owner
7254	npulse\n    	horsburgh	Owner
7256	nrip\n    	Nifl	Owner
7257	nswebmail\n    	Nikopol	Owner
7258	selinux\n    	NSA Security-enhanced Linux Team	Owner
7259	nsbd\n    	Dave Dykstra	Owner
7261	nscache\n    	Stevo Ondrejicka	Owner
7263	nsite\n    	horsburgh	Owner
7266	nslisten\n    	brainsik	Owner
7269	nss-mysql\n    	Guillaume Morin	Owner
7271	nss_pgsql\n    	Alessandro GARDICH	Owner
7273	nstopine\n    	Ahmed El-Mahmoudy	Owner
7276	nt2linux\n    	Jacques Gelinas	Owner
7277	linuxntfs\n    	Szabolcs Szakacsits	Developer
7277	linuxntfs\n    	Richard Russon	Owner
7277	linuxntfs\n    	Anton Altaparmakov	Developer
7277	linuxntfs\n    	Pawel Kot	Developer
7278	ntlogon\n    	Redimido (Gabriel Orozco)	Owner
7279	ntop\n    	Luca Deri	Owner
7279	ntop\n    	Riccardo Paterna	Project Maintainer
7280	ntp\n    	Steve Kostecke	Owner
7281	nomad\n    	Paul Coates	Owner
7283	nuclinux\n    	Tuomas Airaksinen	Owner
7284	nuitarispromisance\n    	Nuitari	Owner
7287	nullmailer\n    	Bruce Guenter	Owner
7288	number\n    	chongo	Owner
7289	ntbc\n    	Marek Gresko	Owner
7290	numexp\n    	Alberto Simoes	Owner
7300	nut\n    	Jim Jozwiak	Owner
7303	nvi\n    	Sven Verdoolaege	Owner
7306	nwd\n    	salinger	Owner
7309	nxtvepg\n    	Tom Zoerner	Owner
7310	nycd\n    	kuno	Owner
7311	o2x\n    	sabren	Owner
7317	obj3\n    	Joseph Kiniry	Owner
7318	oompi\n    	Jeremiah Willcock	Owner
7320	objectartist\n    	Sven Daumann	Project Manager
7324	obm\n    	Pierre Baudracco	Owner
7325	obs\n    	Mayhem & Chaos Coordinator	Owner
7326	obsidian\n    	duncan_at_zog	Owner
7329	ocicpplib\n    	Alexander I. Olefirenko	Owner
7331	ocre\n    	ljc	Owner
7339	octave\n    	imipak	Owner
7343	odbcsocketserver\n    	teamfxml	Owner
7344	odbcodbcbridge\n    	Martin	Owner
7349	odns\n    	Olivier L. Müller	Owner
7357	validate\n    	Liam Quinn	Owner
7358	oftpd\n    	shane	Owner
7360	oggenc\n    	Michael Smith	Owner
7361	ohcp\n    	John Lockhart	Owner
7362	oidentd\n    	Ryan McCabe	Owner
7366	okchat\n    	Joro	admin
7368	olex\n    	Bart Vanhauwaert	Owner
7371	omail-admin\n    	Olivier L. Müller	Owner
7372	omail-webmail\n    	Olivier L. Müller	Owner
7374	omnetpp\n    	Andras Varga	Owner
7375	omni\n    	IBM Linux Technology Center	Owner
7376	omnibiff\n    	lowdermilk	Owner
7377	omniorb\n    	Duncan Grisby	Owner
7378	omniorbpy\n    	Duncan Grisby	Owner
7381	omsview\n    	bje	Owner
7382	oww\n    	Dr. Simon J. Melhuish	Owner
7385	onis\n    	Florian Forster	Owner
7388	oo2c\n    	Michael van Acken	Owner
7394	opaldircommand\n    	Ola Lundqvist	Owner
7395	omlcs\n    	Ola Lundqvist	Owner
7396	opalmirrortool\n    	Ola Lundqvist	Owner
7401	opencubicplayer\n    	doj	Owner
7401	opencubicplayer\n    	mw|	Unix Port
7403	devil\n    	Denton Woods	Owner
7409	openmotifeverywhere\n    	Mark Hatch	Owner
7413	osdb\n    	Andy	Owner
7414	poplog\n    	linux	Owner
7418	openacs\n    	Roberto Mello	owner
7419	openafs\n    	brashear	Owner
7419	openafs\n    	Edgester	Documentation Maven
7421	openbsd\n    	Marco Peereboom	Project Manager
7426	openca\n    	Massimiliano Pala	Owner
7427	sv\n    	Massimiliano Pala	Owner
7429	opencd\n    	Ivan Baldo	Owner
7434	openev\n    	Frank Warmerdam	Owner
7437	opengui\n    	Marian Krivos	Owner
7438	openh323\n    	Craig Southeren	Owner
7439	gnugk\n    	Jan Willamowius	Owner
7443	openldap\n    	OpenLDAP Project	Owner
7445	opluda\n    	Ted Thibodeau Jr	Owner
7445	opluda\n    	OpenLink Software	Owner
7445	opluda\n    	Tim Haynes	Admin
7445	opluda\n    	Kingsley Idehen	Admin
7446	oplvirt\n    	Kingsley Idehen	Admin
7446	oplvirt\n    	Tim Haynes	Admin
7446	oplvirt\n    	Ted Thibodeau Jr	Owner
7446	oplvirt\n    	OpenLink Software	Owner
7448	openmap\n    	Bill Mackiewicz	Owner
7454	opennms\n    	Tarus Balog	Owner
7454	opennms\n    	Ben Reed	admin
7455	openoffice\n    	Max Lanfranconi	Owner
7456	openports\n    	Sven 'Darkman' Michels	Owner
7463	opensshsecurid\n    	Theo Schlossnagle	Owner
7465	oscache\n    	dres	Developer?
7465	oscache\n    	Chris Miller	Lead Developer
7467	openthought\n    	Eric Andreychek	Owner
7473	openverse\n    	Sketch	Owner
7474	openvrml\n    	Braden McDaniel	Owner
7475	linux-ow-patch\n    	Solar Designer	Owner
7482	opmixer\n    	Igge Rask	Owner
7483	oprofile\n    	Philippe Elie	Lead Developer
7483	oprofile\n    	William Cohen	Developer
7483	oprofile\n    	Maynard Johnson	Developer
7483	oprofile\n    	John Levon	Owner
7487	orac\n    	Andy Duncan	Owner
7497	oracledump\n    	ddkilzer	OwnerX
7502	orbit-mt\n    	Sebastian Wilhelmi	Owner
7506	oregano\n    	Ricardo Markiewicz	Owner
7507	orionapplicationserver\n    	Orion	Owner
7511	ose\n    	Graham Dumpleton	Owner
7513	osiris\n    	Brian Wotring	Owner
7520	otto\n    	Jon Ferguson	Owner
7524	outlookgrabber\n    	Johannes Verelst	Owner
7525	outlook2ical\n    	MST	Owner
7527	over5\n    	Daniel Kahlin	Owner
7528	flowdesigner\n    	Jean-Marc Valin	Owner
7528	flowdesigner\n    	dletourneau	co-author
7531	owl\n    	Chris	Owner
7539	p-synch\n    	Idan Shoham	Owner
7542	p3c\n    	Pedro Varangot	Owner
7543	p5-palm\n    	Arensb	Owner
7544	p910nd\n    	Ken	Owner
7551	packet2sql\n    	xant	Owner
7552	packprint\n    	Mike Ricketts	Owner
7554	pact\n    	Garry	Owner
7563	pagepoker\n    	mark@node.to	Owner
7567	painlinuxloader\n    	Furball	Owner
7572	palmosemulatorhowto\n    	Jan Schaumann	Owner
7573	palm-bookmarks\n    	Jano van Hemert	Owner
7575	palm-ldap\n    	NrjCorporation	Owner
7580	palm-db-tools\n    	Tom Dyas	Owner
7581	paloma\n    	drwr	Owner
7583	pamnss-dce\n    	Jörg Lehmann	Owner
7583	pamnss-dce\n    	Markus Zahn	Owner
7584	pam_authtoken\n    	Gerhard Schaden	Owner
7586	pam_krb5_migrate\n    	Steve Langasek	Owner
7586	pam_krb5_migrate\n    	Jelmer Vernooij	Maintainer
7590	passwdqc\n    	Solar Designer	Owner
7591	pam_pgsql\n    	Alessandro GARDICH	Owner
7594	pam_radius_auth_c\n    	Alan DeKok	Owner
7596	pam_smxs\n    	Igmar Palsenberg	Owner
7597	pam_tacplus\n    	Pawe&#322; Krawczyk	Owner
7599	pan\n    	Charles Kerr	Owner
7602	panda\n    	Evan Nemerson	Dude who writes lots of code
7602	panda\n    	Michael Still	Owner
7603	pandalex\n    	Michael Still	Owner
7604	pandascript\n    	Michael Still	Owner
7606	pandora-monitor\n    	Simon Patarin	Owner
7607	panfora\n    	G.Toye	Owner
7609	panorama\n    	linux	Owner
7612	par\n    	Adam M. Costello	Owner
7614	parallelbladeenc\n    	Jeff Squyres	Owner
7616	puf\n    	Ossi	Owner
7617	parallel_forkmanager\n    	dLux (Balázs Szabó)	Owner
7618	paralogger\n    	Geir Torstein Kristiansen	Owner
7620	parapin\n    	Al	Owner
7621	pardiff\n    	Andy Wiggin	Owner
7622	pari\n    	Igor Schein	Owner
7623	parp\n    	Adam Spiers	Owner
7625	parse-yapp\n    	François Désarménien	Owner
7626	libutils\n    	Jeffrey Dutky	Owner
7631	partimage\n    	François Dupoux	Owner
7635	pasdoc\n    	Michalis Kamburelis	Owner
7639	passwdd\n    	Alexander Feldman	Owner
7643	psr\n    	Jeff Squyres	Owner
7650	patentmailer\n    	Erik Oliver	Owner
7652	paula\n    	Volker	Owner
7654	pavuk\n    	Stevo Ondrejicka	Owner
7656	pdv\n    	Glen Wiley	Owner
7658	pbm2palm\n    	Andreas Heilwagen	Developer
7663	pc4p\n    	Alexander Wirtz	Owner
7666	pcb\n    	R. Timothy Edwards	Owner
7673	pciutils\n    	Martin Mares	Owner
7679	pcmcia-cs\n    	David Hinds	Owner
7683	pcp-puzzle\n    	Heiko Stamer	Owner
7686	pcre\n    	Philip Hazel	Owner
7689	pcwd\n    	Holger Eiboeck	Owner
7692	pdcurses\n    	William McBrine	Owner
7698	pdftohtml\n    	meshko	Owner
7702	pdmenu\n    	Joey Hess	Owner
7704	pdnsd\n    	Paul A. Rombouts	Owner
7712	peep\n    	Bholdr	Owner
7715	peeweelinux\n    	Adi Linden	Owner
7716	pws\n    	Jan De Luyck	Owner
7721	pennmush\n    	Noltar	Owner
7721	pennmush\n    	Javelin	Owner
7725	people\n    	Peter Eriksson	Owner
7726	peq\n    	dabugas	Owner
7731	perdition\n    	Horms	Owner
7736	perforce\n    	Perforce Software	Owner
7738	performanceco-pilot\n    	Mark Goodwin	Owner
7742	perl\n    	Ask Bjørn Hansen	Owner
7749	pee\n    	dready	Owner
7751	pisg\n    	Morten Brix Pedersen	Owner
7758	psp\n    	James Jurach	Owner
7759	perlshell\n    	Gregor N. Purdy	Owner
7762	perlwebmail\n    	Jason Woodward	Owner
7768	perl-lzo\n    	mfx	Owner
7769	perl-rpm\n    	Randy J. Ray	Owner
7780	perlbot\n    	Andrew Burke	Owner
7780	perlbot\n    	Jeremy Muhlich	Owner
7781	perldap\n    	Leif Hedstrom	Owner
7783	perledialout\n    	Roger E. Wolff	Owner
7786	perlfectsearch\n    	Perlfect Solutions	Owner
7801	perlwm\n    	Rich Williams	Owner
7803	permute\n    	joe bentley	Owner
7805	perro\n    	Diego Grigna	Owner
7813	petitechezscheme\n    	Kent Dybvig	Owner
7814	petopt\n    	Peter Eriksson	Owner
7816	petsc\n    	imipak	Owner
7819	pfe\n    	Guido Draheim	Owner
7821	pfinger\n    	Michael Baumer	Owner
7822	pflogsumm\n    	Jim Seymour	Owner
7825	pftpd\n    	Peter Eriksson	Owner
7829	pgaccess\n    	Chris Maj	Owner
7836	pgpenvelope\n    	Frank Tobin	Owner
7839	pgphtml\n    	SANFACE Software	Owner
7840	pgppipe\n    	Daniel Kroening	Owner
7845	phantom\n    	Folkert van Heusden	Owner
7856	phluid\n    	Matthew Elder	Owner
7860	phonebook_php3\n    	Bill Peck	Owner
7862	phormation\n    	Jason D. Hildebrand	Owner
7866	photo\n    	maan	Owner
7868	photoarchive\n    	Vadim Zaliva	Owner
7871	photoscript\n    	Nick J	Owner
7874	photoshrink\n    	Leif Johnson	Owner
7875	php\n    	Andrei Zmievski	Owner
7879	phpbind\n    	KOGuma	Owner
7887	phpdbform\n    	Paulo Assis	Owner
7890	phpfwgen\n    	Del	Owner
7894	phphelpdesk\n    	Joe	Owner
7895	htdiginterfacefromphp\n    	Manuel Lemos	Owner
7903	phppicturevotingbooth\n    	YourPHPPro	Owner
7907	phpshell\n    	Martin Geisler	Owner
7908	psi\n    	Pablo Godel	Owner
7914	statit\n    	otterman	Owner
7918	phpweather\n    	Martin Geisler	Owner
7919	phpreactor\n    	Angus D Madden	Owner
7922	phpcms\n    	Bernhard J. M. Grün	Owner
7923	php-cyradm\n    	Stocker Gernot	Owner
7925	php-lugmembers\n    	Mike McMurray	Owner
7927	php-mysql-lib\n    	Doug Muth	Owner
7929	php-orbit\n    	Christophe Saout	Owner
7930	php-stream\n    	spicyjack	Owner
7931	php-x10\n    	Eric Thelin	Owner
7935	php3guest\n    	Bastian Friedrich	Owner
7939	phpaddress\n    	chu	Owner
7941	phpadsnew\n    	Niels Leenheer	Owner
7941	phpadsnew\n    	Oliver George	Admin
7944	phpbb\n    	Meik Sievertsen	Owner
7948	phpbt\n    	slappy	Owner
7951	phpcatalog\n    	siliconsys.com	owner
7961	phpdocu\n    	Joshua Eichorn	Owner
7963	phpdvd\n    	Ugo Scarlata	Owner
7965	phpesp\n    	James	Owner
7965	phpesp\n    	mcg	Admin
7967	phpezmlmadmin\n    	Krzysztof Dabrowski	Owner
7970	phpftp\n    	Paul Southworth	Owner
7977	phpgraphy\n    	JiM	New maintainer
7977	phpgraphy\n    	Christophe Thibault	Project Manager
7978	phpgroupware\n    	bettina gille	Contributor
7978	phpgroupware\n    	Chris	Contributor
7978	phpgroupware\n    	skwashd	Release Manager
7978	phpgroupware\n    	Joseph Engo	Owner
7979	inventory\n    	bettina gille	Owner
7981	phpgwtimetrack\n    	Bob Schader	Owner
7983	phpicradius\n    	mark	Owner
7990	phplanparty\n    	Tom Joyce	programmer
7990	phplanparty\n    	Mike Kuenzi	Maintainer
